date,temperature_max_c,temperature_min_c,humidity_percent,wind_speed_kmh,precipitation_mm,cloud_cover_okta,weather_condition
2026-02-24,27.0,19.0,60,8.5,0.0,2,mostly sunny
2026-02-25,26.0,19.0,70,9.8,0.0,0,sunny
2026-02-26,24.0,19.0,77,10.2,0.0,1,sunny
2026-02-27,23.0,19.0,72,13.0,0.0,2,mostly sunny
2026-02-28,21.0,18.0,84,10.9,0.0,2,mostly sunny
2026-03-01,22.0,18.0,85,14.6,0.0,2,mostly sunny
2026-03-02,22.0,18.0,87,20.1,0.0,4,partly cloudy
2026-03-03,22.0,18.0,79,20.4,0.0,4,partly cloudy
2026-03-04,22.0,17.0,80,21.3,0.0,2,mostly sunny
2026-03-05,22.0,17.0,80,20.2,0.0,4,partly cloudy
2026-03-06,24.0,17.0,72,16.5,0.0,5,mostly cloudy
2026-03-07,22.0,17.0,77,17.9,0.0,6,mostly cloudy
2026-03-08,22.0,18.0,82,19.8,0.0,4,partly cloudy
2026-03-09,23.0,19.0,74,20.0,0.0,4,partly cloudy
2026-03-10,24.0,19.5,69,21.6,0.0,4,partly cloudy
2026-03-11,25.0,20.0,70,20.8,0.0,4,partly cloudy
2026-03-12,24.0,19.0,75,20.3,0.0,3,partly cloudy
2026-03-13,23.0,20.0,73,20.5,0.0,4,partly cloudy
2026-03-14,22.0,19.0,81,20.2,0.0,4,partly cloudy
2026-03-15,23.0,20.0,84,19.2,0.0,4,partly cloudy
2026-03-16,24.0,20.0,78,17.4,0.0,4,partly cloudy
2026-03-17,24.0,20.0,78,19.3,0.0,4,partly cloudy
2026-03-18,23.0,20.0,80,18.2,0.0,4,partly cloudy
2026-03-19,23.0,19.0,75,15.5,0.0,4,partly cloudy
2026-03-20,24.0,19.0,77,13.8,0.0,4,partly cloudy
2026-03-21,23.0,20.0,84,13.3,0.0,5,mostly cloudy
2026-03-22,24.0,20.0,83,12.2,0.0,5,mostly cloudy
2026-03-23,23.3,20.0,77,12.9,0.0,5,mostly cloudy
2026-03-24,24.0,19.7,77,15.3,0.0,4,partly cloudy
2026-03-25,24.0,20.0,77,16.7,0.0,3,partly cloudy
2026-03-26,24.0,19.0,80,16.6,0.0,3,partly cloudy
2026-03-27,23.0,19.0,81,17.8,0.0,3,partly cloudy
2026-03-28,24.0,19.0,84,14.1,0.0,2,mostly sunny
2026-03-29,25.0,20.0,85,14.9,0.0,1,sunny
2026-03-30,25.0,21.0,84,8.9,0.0,3,partly cloudy
2026-03-31,29.0,20.0,83,9.3,0.0,4,partly cloudy
2026-04-01,32.0,21.0,76,8.9,0.0,3,partly cloudy
2026-04-02,37.0,22.0,66,6.0,0.0,1,sunny
2026-04-03,36.0,23.0,69,6.2,0.0,0,sunny
2026-04-04,29.0,22.7,67,6.7,0.0,1,sunny
2026-04-05,29.0,22.0,63,8.7,0.0,1,sunny
2026-04-06,27.0,21.0,78,10.7,0.0,1,sunny
2026-04-07,26.0,21.0,78,11.2,0.0,1,sunny
2026-04-08,26.0,21.0,85,10.7,0.0,1,sunny
2026-04-09,25.0,20.0,85,11.0,0.0,2,mostly sunny
2026-04-10,24.0,20.0,85,11.5,0.0,4,partly cloudy
2026-04-11,24.0,20.0,76,10.5,0.0,4,partly cloudy
2026-04-12,23.0,19.0,78,10.7,0.0,4,partly cloudy
2026-04-13,24.0,18.0,81,11.4,0.0,4,partly cloudy
2026-04-14,23.0,18.0,79,9.8,0.0,4,partly cloudy
2026-04-15,24.0,19.0,82,8.8,0.0,3,partly cloudy
2026-04-16,24.0,19.0,86,8.6,0.0,4,partly cloudy
2026-04-17,24.0,20.0,87,9.5,0.0,5,mostly cloudy
2026-04-18,24.0,20.0,88,10.8,0.0,5,mostly cloudy
2026-04-19,24.0,19.9,89,10.0,0.0,5,mostly cloudy
2026-04-20,24.0,20.0,86,12.0,0.0,4,partly cloudy
2026-04-21,23.0,19.8,82,13.8,0.0,4,partly cloudy
2026-04-22,23.0,20.0,83,9.2,0.0,4,partly cloudy
2026-04-23,25.0,20.0,80,10.1,0.0,5,mostly cloudy
2026-04-24,24.0,20.0,83,10.4,0.0,2,mostly sunny
2026-04-25,24.0,20.0,84,10.6,0.0,2,mostly sunny
2026-04-26,24.0,20.0,84,9.6,0.0,2,mostly sunny
2026-04-27,24.0,20.0,80,11.8,0.0,2,mostly sunny
2026-04-28,23.0,19.8,79,15.9,0.0,3,partly cloudy
2026-04-29,23.7,20.0,79,14.8,0.0,3,partly cloudy
2026-04-30,24.0,20.0,80,11.3,0.0,2,mostly sunny
2026-05-01,24.7,19.9,81,20.6,0.0,0,sunny
2026-05-02,26.0,21.0,76,12.8,0.0,0,sunny
2026-05-03,26.0,21.3,78,12.0,0.0,0,sunny
2026-05-04,28.0,20.0,81,6.7,0.0,3,partly cloudy
2026-05-05,26.0,22.0,86,5.1,0.0,5,mostly cloudy
2026-05-06,25.0,22.0,84,7.7,0.0,4,partly cloudy
2026-05-07,25.0,21.0,83,8.3,0.0,6,mostly cloudy
2026-05-08,25.0,21.0,82,10.5,0.0,3,partly cloudy
2026-05-09,25.0,21.0,79,10.7,0.0,3,partly cloudy
2026-05-10,25.0,21.0,83,10.8,0.0,4,partly cloudy
2026-05-11,25.0,21.0,83,10.9,0.0,2,mostly sunny
2026-05-12,26.0,21.0,82,9.7,0.0,1,sunny
2026-05-13,25.0,21.0,82,6.8,0.0,2,mostly sunny
2026-05-14,29.0,21.0,81,8.5,0.0,2,mostly sunny
2026-05-15,24.0,21.0,78,9.5,0.0,3,partly cloudy
2026-05-16,24.0,20.0,78,9.8,0.0,2,mostly sunny
2026-05-17,24.0,20.0,84,8.1,0.0,2,mostly sunny
2026-05-18,24.0,20.0,84,8.9,0.0,3,partly cloudy
2026-05-19,25.0,20.0,79,10.1,0.0,2,mostly sunny
2026-05-20,26.0,21.0,77,10.8,0.0,2,mostly sunny
2026-05-21,26.0,22.0,72,10.7,0.0,0,sunny
2026-05-22,25.0,20.0,75,6.9,0.0,1,sunny
2026-05-23,27.0,22.0,80,5.4,0.0,2,mostly sunny
2026-05-24,26.0,22.0,84,6.3,0.0,3,partly cloudy
2026-05-25,28.0,22.0,84,7.0,0.0,3,partly cloudy
2026-05-26,28.0,23.0,83,5.2,0.0,3,partly cloudy
2026-05-27,26.0,23.0,88,7.2,0.0,3,partly cloudy
2026-05-28,28.0,23.0,84,6.9,0.0,4,partly cloudy
2026-05-29,29.0,24.0,84,6.1,0.0,3,partly cloudy
2026-05-30,27.8,23.9,82,10.5,0.0,3,partly cloudy
2026-05-31,27.0,23.8,81,7.4,0.0,5,mostly cloudy
2026-06-01,27.0,24.0,83,6.5,0.0,5,mostly cloudy
2026-06-02,27.0,24.0,82,6.2,0.0,4,partly cloudy
2026-06-03,27.0,24.0,82,5.7,0.0,5,mostly cloudy
2026-06-04,27.0,23.0,80,6.0,0.0,6,mostly cloudy
2026-06-05,27.0,23.0,77,5.5,0.0,6,mostly cloudy
2026-06-06,27.0,23.0,81,7.2,0.0,5,mostly cloudy
2026-06-07,28.0,24.0,81,8.5,0.0,3,partly cloudy
2026-06-08,27.0,23.0,80,8.0,0.0,5,mostly cloudy
2026-06-09,27.0,23.0,79,7.4,0.0,5,mostly cloudy
2026-06-10,27.0,23.0,78,8.4,0.0,5,mostly cloudy
2026-06-11,28.0,24.0,85,6.2,0.0,4,partly cloudy
2026-06-12,32.0,25.0,79,6.8,0.0,6,mostly cloudy
2026-06-13,28.0,24.0,78,8.4,0.0,5,mostly cloudy
2026-06-14,29.0,24.0,81,7.5,0.0,5,mostly cloudy
2026-06-15,30.0,24.0,78,4.9,0.0,4,partly cloudy
2026-06-16,30.0,24.0,80,7.4,0.0,4,partly cloudy
2026-06-17,29.0,24.8,79,8.0,0.0,4,partly cloudy
2026-06-18,28.0,25.0,84,5.4,0.0,4,partly cloudy
2026-06-19,31.0,25.0,83,7.5,0.0,4,partly cloudy
2026-06-20,29.0,24.9,81,8.2,0.0,5,mostly cloudy
2026-06-21,28.0,24.0,81,8.0,0.0,4,partly cloudy
2026-06-22,30.0,25.0,80,7.1,0.0,4,partly cloudy
2026-06-23,31.0,25.7,81,6.7,0.0,4,partly cloudy
2026-06-24,31.0,25.0,80,9.5,0.0,5,mostly cloudy
2026-06-25,29.0,25.2,79,9.5,0.0,4,partly cloudy
2026-06-26,31.0,25.5,80,6.6,0.0,4,partly cloudy
2026-06-27,30.0,25.0,79,6.8,0.0,4,partly cloudy
2026-06-28,29.0,26.0,79,6.9,0.0,5,mostly cloudy
2026-06-29,29.0,25.0,81,7.1,0.0,6,mostly cloudy
2026-06-30,28.0,25.0,74,7.1,0.0,5,mostly cloudy
2026-07-01,30.0,25.4,74,7.5,0.0,5,mostly cloudy
2026-07-02,30.0,25.9,76,5.6,0.0,4,partly cloudy
2026-07-03,31.0,27.0,78,7.2,0.0,4,partly cloudy
2026-07-04,30.0,26.0,78,8.6,0.0,4,partly cloudy
2026-07-05,29.0,25.6,77,10.1,0.0,5,mostly cloudy
2026-07-06,30.0,26.0,73,8.4,0.0,5,mostly cloudy
2026-07-07,31.0,26.0,73,6.3,0.0,4,partly cloudy
2026-07-08,31.0,27.0,77,7.0,0.0,4,partly cloudy
2026-07-09,30.0,26.9,76,8.2,0.0,5,mostly cloudy
2026-07-10,29.2,26.0,72,9.9,0.0,6,mostly cloudy
2026-07-11,31.0,26.6,66,8.7,0.0,4,partly cloudy
2026-07-12,31.0,26.8,73,6.2,0.0,4,partly cloudy
2026-07-13,30.0,27.0,77,7.5,0.0,6,mostly cloudy
2026-07-14,30.0,25.0,80,4.8,0.0,4,partly cloudy
2026-07-15,34.0,26.0,79,6.5,0.0,5,mostly cloudy
2026-07-16,33.0,28.0,77,9.9,0.0,5,mostly cloudy
2026-07-17,32.0,28.0,75,10.1,3.6,4,light rain
2026-07-18,31.0,27.8,78,8.0,4.3,5,light rain
2026-07-19,31.0,27.0,76,7.3,0.0,6,mostly cloudy
2026-07-20,31.0,27.0,75,5.2,0.0,3,partly cloudy
2026-07-21,33.0,27.6,77,7.3,0.0,4,partly cloudy
2026-07-22,32.0,28.0,77,7.3,0.0,5,mostly cloudy
2026-07-23,32.0,23.0,78,7.1,0.0,4,partly cloudy
2026-07-24,32.0,28.0,81,4.3,0.0,4,partly cloudy
2026-07-25,31.0,27.0,79,6.5,2.6,6,light rain
2026-07-26,30.0,25.0,80,5.8,17.5,3,rainy
2026-07-27,31.0,27.0,78,5.7,0.0,4,partly cloudy
2026-07-28,31.0,28.0,79,8.4,0.0,5,mostly cloudy
2026-07-29,31.0,27.0,77,8.7,0.0,4,partly cloudy
2026-07-30,31.0,28.0,72,8.9,0.0,6,mostly cloudy
2026-07-31,32.0,27.2,70,9.9,0.0,4,partly cloudy
2026-08-01,31.0,25.0,79,9.4,3.8,5,light rain
2026-08-02,31.0,27.0,76,7.3,0.0,5,mostly cloudy
2026-08-03,31.0,28.0,77,8.5,0.0,4,partly cloudy
2026-08-04,33.0,28.0,73,7.0,0.0,3,partly cloudy
2026-08-05,32.0,25.0,78,7.1,0.0,4,partly cloudy
2026-08-06,31.0,25.0,83,6.8,21.3,5,rainy
2026-08-07,32.0,24.0,80,9.1,0.0,6,mostly cloudy
2026-08-08,33.0,24.0,81,6.8,0.0,4,partly cloudy
2026-08-09,32.0,24.0,81,5.4,0.0,4,partly cloudy
2026-08-10,32.0,28.0,79,5.3,0.0,4,partly cloudy
2026-08-11,31.0,29.0,79,6.2,0.0,4,partly cloudy
2026-08-12,32.0,28.0,80,5.4,0.0,5,mostly cloudy
2026-08-13,32.0,27.0,79,5.1,0.0,4,partly cloudy
2026-08-14,30.0,25.0,82,5.8,9.7,3,rainy
2026-08-15,32.0,26.0,78,3.8,0.0,4,partly cloudy
2026-08-16,32.0,24.0,79,6.5,8.7,4,rainy
2026-08-17,30.1,25.0,84,7.4,1.3,6,light rain
2026-08-18,31.0,27.2,81,7.8,0.0,5,mostly cloudy
2026-08-19,33.0,28.0,83,4.2,0.0,4,partly cloudy
2026-08-20,29.0,23.0,87,6.0,0.0,4,partly cloudy
2026-08-21,31.0,26.0,84,4.5,0.0,5,mostly cloudy
2026-08-22,32.0,27.0,82,6.0,0.0,3,partly cloudy
2026-08-23,31.0,28.0,80,5.9,0.0,5,mostly cloudy
2026-08-24,30.0,24.0,85,5.9,1.6,4,light rain
2026-08-25,32.0,27.4,81,7.2,6.5,4,rainy
2026-08-26,31.0,24.0,80,6.5,1.2,4,light rain
2026-08-27,31.0,28.0,79,6.2,0.0,4,partly cloudy
2026-08-28,31.2,28.0,81,4.8,0.0,4,partly cloudy
2026-08-29,31.0,24.0,79,5.7,20.7,4,rainy
2026-08-30,31.0,28.0,83,5.7,6.4,4,rainy
2026-08-31,32.0,27.0,84,6.3,0.0,3,partly cloudy
2026-09-01,32.0,29.0,82,5.9,0.0,5,mostly cloudy
2026-09-02,32.0,27.7,79,5.4,0.0,3,partly cloudy
2026-09-03,30.0,27.0,86,8.5,0.0,6,mostly cloudy
2026-09-04,32.0,27.0,78,6.6,0.0,5,mostly cloudy
2026-09-05,33.0,29.0,78,6.2,0.0,2,mostly sunny
2026-09-06,33.0,28.0,78,6.6,0.0,4,partly cloudy
2026-09-07,33.0,28.6,77,6.6,0.0,5,mostly cloudy
2026-09-08,32.0,27.0,83,6.3,8.9,4,rainy
2026-09-09,30.0,24.0,83,5.2,17.1,4,rainy
2026-09-10,32.0,26.0,81,3.9,0.0,5,mostly cloudy
2026-09-11,31.0,28.0,77,6.5,0.0,4,partly cloudy
2026-09-12,31.0,27.0,79,5.5,0.0,5,mostly cloudy
2026-09-13,31.0,27.0,78,6.1,0.0,4,partly cloudy
2026-09-14,30.4,27.1,81,10.6,10.5,5,rainy
2026-09-15,30.7,27.1,85,12.2,13.4,7,rainy
2026-09-16,31.4,27.3,86,9.2,0.0,6,mostly cloudy
2026-09-17,31.7,28.4,82,12.0,0.0,5,mostly cloudy
2026-09-18,30.9,28.0,80,11.1,0.0,5,mostly cloudy
2026-09-19,30.6,27.2,77,11.4,0.0,5,mostly cloudy
2026-09-20,30.3,26.7,78,9.4,3.7,6,light rain
2026-09-21,30.1,26.7,80,9.1,26.3,7,rainy
2026-09-22,31.0,27.1,80,10.2,0.0,5,mostly cloudy
2026-09-23,31.1,27.4,80,10.9,0.0,5,mostly cloudy
